City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
211,owase,34.07,136.2,70.61,81,91,5.17,JP,1593607166
212,beringovskiy,63.05,179.32,41.79,97,100,13.44,RU,1593607166
213,luderitz,-26.65,15.16,87.8,22,0,8.05,NA,1593607166
214,saint george,37.1,-113.58,64.4,17,1,3.85,US,1593606875
215,aklavik,68.22,-135.01,46.4,81,75,8.05,CA,1593607167
216,camana,-16.62,-72.71,63.7,69,0,7.36,PE,1593607167
217,westport,41.14,-73.36,70.0,83,40,4.68,US,1593607155
218,meulaboh,4.14,96.13,80.37,75,95,1.97,ID,1593607167
219,obo,5.4,26.49,78.91,89,100,2.26,CF,1593607167
220,pitimbu,-7.47,-34.81,77.0,83,75,8.05,BR,1593607168
221,santa rosa,14.31,121.11,87.8,66,75,2.53,PH,1593607168
222,zhangjiakou,40.81,114.88,75.09,46,48,4.25,CN,1593607144
223,pimentel,-6.84,-79.93,60.8,82,40,10.29,PE,1593607168
224,vardo,70.37,31.11,46.4,93,75,35.57,NO,1593607168
225,iqaluit,63.75,-68.51,53.6,58,40,16.11,CA,1593607168
226,torbay,47.67,-52.73,70.0,93,90,19.46,CA,1593606914
227,namatanai,-3.67,152.43,79.63,78,50,5.95,PG,1593607169
228,atar,20.52,-13.05,107.04,14,10,7.65,MR,1593607169
229,sinnamary,5.38,-52.95,75.0,95,100,3.24,GF,1593607169
230,gribanovskiy,51.46,41.98,82.0,40,100,9.57,RU,1593607169
231,nanortalik,60.14,-45.24,41.67,86,100,5.48,GL,1593607169
232,ranong,9.97,98.63,86.0,79,40,8.05,TH,1593607169
233,ancud,-41.87,-73.82,48.99,100,75,10.29,CL,1593607169
234,alofi,-19.06,-169.92,73.4,100,85,3.36,NU,1593607170
235,alyangula,-13.85,136.42,73.4,88,2,9.26,AU,1593607170
236,asau,46.43,26.4,84.2,42,20,4.7,RO,1593607170
237,shar,49.59,81.05,74.95,49,67,13.09,KZ,1593607170
238,lebu,-37.62,-73.65,50.18,94,49,9.31,CL,1593607170
239,high level,58.52,-117.14,60.8,67,90,6.93,CA,1593607171
240,ishigaki,24.34,124.16,84.2,94,90,9.17,JP,1593607171
241,komsomolskiy,40.43,71.72,91.4,17,100,11.41,UZ,1593607171
242,jimo,36.39,120.46,81.0,61,93,6.71,CN,1593607171
243,lithakia,37.72,20.83,93.2,41,0,5.82,GR,1593607124
244,aksarka,66.56,67.8,62.2,49,90,8.28,RU,1593607171
245,felipe carrillo puerto,19.58,-88.05,78.21,92,3,2.21,MX,1593607171
246,san carlos de bariloche,-41.15,-71.31,37.0,87,90,5.82,AR,1593607171
247,galesong,-5.32,119.37,80.6,88,20,4.7,ID,1593607172
248,hwange,-18.37,26.5,79.07,27,0,5.77,ZW,1593607172
249,tuatapere,-46.13,167.68,39.0,83,100,3.0,NZ,1593607172
250,sao joao da barra,-21.64,-41.05,75.2,69,54,6.93,BR,1593606947
251,nuuk,64.18,-51.72,41.0,86,40,6.93,GL,1593607057
252,fomboni,-12.28,43.74,77.81,76,83,22.55,KM,1593607172
253,sao jose de ribamar,-2.56,-44.05,84.2,79,40,5.82,BR,1593607173
254,korla,41.76,86.15,87.64,12,100,7.0,CN,1593606898
255,kupang,-10.17,123.58,77.0,73,20,10.29,ID,1593606986
256,hambantota,6.12,81.12,89.6,75,20,14.99,LK,1593607173
257,bowen,-20.02,148.23,68.0,82,40,8.05,AU,1593607173
258,ballina,-28.87,153.57,57.0,93,75,3.36,AU,1593607174
259,petropavlovsk-kamchatskiy,53.05,158.65,51.8,93,17,8.95,RU,1593607174
260,san vicente,-26.62,-54.13,46.13,84,83,4.76,AR,1593607174
261,nabire,-3.37,135.48,76.03,89,100,3.78,ID,1593607054
262,kitale,1.02,35.01,67.17,85,49,2.82,KE,1593607174
263,zheleznodorozhnyy,55.75,38.0,79.0,41,46,8.95,RU,1593607174
264,husavik,66.04,-17.34,53.6,54,2,10.29,IS,1593607175
265,hofn,64.25,-15.21,48.2,87,40,6.93,IS,1593607175
266,monroe,43.15,-77.68,70.0,77,75,6.93,US,1593607175
267,singaraja,-8.11,115.09,79.03,74,14,6.11,ID,1593607175
268,touros,-5.2,-35.46,77.0,88,75,9.17,BR,1593607175
269,tuktoyaktuk,69.45,-133.04,37.26,94,100,12.75,CA,1593607175
270,leningradskiy,69.38,178.42,34.12,96,100,9.78,RU,1593607176
271,khatanga,71.97,102.5,63.72,63,21,13.71,RU,1593607176
272,sao jose da coroa grande,-8.9,-35.15,79.9,66,0,8.32,BR,1593607176
273,qasigiannguit,68.82,-51.19,44.6,70,75,3.36,GL,1593607176
274,mount isa,-20.73,139.5,59.0,51,0,5.55,AU,1593607176
275,russell,32.35,-85.2,73.4,94,90,4.7,US,1593607176
276,aconibe,1.3,10.94,78.19,84,64,1.68,GQ,1593607177
277,dikson,73.51,80.55,37.2,89,0,15.73,RU,1593607177
278,iquitos,-3.75,-73.25,75.2,94,75,1.97,PE,1593607085
279,saryagash,41.45,69.17,95.0,13,72,6.93,KZ,1593607177
280,doha,25.29,51.53,107.6,26,35,8.05,QA,1593607022
281,vidim,56.41,103.11,75.92,55,0,4.21,RU,1593607177
282,gamba,-2.65,10.0,76.87,73,93,9.19,GA,1593607178
283,puerto escondido,15.85,-97.07,73.4,78,75,9.17,MX,1593607178
284,qaqortoq,60.72,-46.03,48.2,66,40,3.36,GL,1593607178
285,college,64.86,-147.8,39.99,93,40,2.26,US,1593607178
286,bondo,3.81,23.69,77.2,79,100,3.6,CD,1593607178
287,itororo,-15.12,-40.07,77.11,67,99,2.17,BR,1593607108
288,nhulunbuy,-12.23,136.77,73.4,83,14,4.7,AU,1593607179
289,moree,-29.47,149.85,48.2,76,0,10.29,AU,1593607179
290,kodiak,57.79,-152.41,51.8,76,1,8.05,US,1593607179
291,pisco,-13.7,-76.22,61.0,93,90,2.24,PE,1593607179
292,sechura,-5.56,-80.82,64.18,81,68,11.79,PE,1593607179
293,constitucion,-35.33,-72.42,51.22,84,100,12.8,CL,1593607179
294,kjollefjord,70.95,27.35,44.6,93,90,18.34,NO,1593607179
295,baykit,61.67,96.37,76.66,37,63,3.56,RU,1593607180
296,bom jesus,-9.07,-44.36,85.39,46,0,5.08,BR,1593607180
297,nishihara,26.18,127.76,78.8,88,75,12.75,JP,1593607180
298,maridi,4.92,29.47,78.33,83,79,4.32,SS,1593607180
299,broome,42.25,-75.83,63.0,93,90,4.7,US,1593607180
300,severnoye,56.35,78.36,73.18,86,100,5.55,RU,1593607181
301,mackay,-21.15,149.2,68.0,82,90,5.82,AU,1593607181
302,ust-kuyga,70.02,135.6,64.22,41,96,8.7,RU,1593607181
303,kargil,34.57,76.1,67.32,24,16,10.76,IN,1593607181
304,jala,21.08,-104.43,66.0,88,98,2.8,MX,1593607181
305,talaja,21.35,72.05,87.6,71,6,14.07,IN,1593607181
306,palanga,55.92,21.07,64.4,77,20,10.29,LT,1593607182
307,tari,12.41,4.49,92.64,42,0,4.23,NG,1593607182
308,myanaung,18.28,95.32,83.57,73,100,9.93,MM,1593607182
309,riyadh,24.69,46.72,113.0,13,0,4.7,SA,1593606952
310,virginia beach,36.85,-75.98,78.01,83,75,5.75,US,1593606905
311,bunia,1.57,30.25,78.64,55,100,2.06,CD,1593607182
312,puerto quijarro,-17.78,-57.77,68.49,55,64,7.74,BO,1593607182
313,torbat-e jam,35.24,60.62,93.33,11,0,21.34,IR,1593607183
314,bira,49.0,132.47,62.94,93,23,7.38,RU,1593607183
315,margate,51.38,1.39,70.0,61,15,5.01,GB,1593607183
316,upata,8.01,-62.4,79.0,85,0,1.99,VE,1593607183
317,nybro,56.74,15.91,70.0,52,40,18.34,SE,1593607183
318,maracas,-13.44,-40.43,69.82,68,37,3.51,BR,1593607183
319,midyat,37.42,41.34,104.0,11,75,4.7,TR,1593607183
320,porto novo,6.5,2.6,82.4,78,40,13.87,BJ,1593607184
321,haines junction,60.75,-137.51,48.94,77,100,2.04,CA,1593607184
322,kloulklubed,7.04,134.26,83.77,75,100,11.1,PW,1593607184
323,shediac,46.22,-64.54,64.99,100,90,4.7,CA,1593607184
324,portarlington,53.16,-7.19,57.0,94,100,1.01,IE,1593607184
325,severo-kurilsk,50.68,156.12,48.45,79,100,3.33,RU,1593607185
326,shimoda,34.67,138.95,70.0,93,100,24.92,JP,1593607185
327,kipushi,-11.77,27.23,75.2,47,40,11.41,CD,1593607185
328,ponta do sol,32.67,-17.1,73.0,64,32,0.56,PT,1593607185
329,ovsyanka,55.96,92.55,82.4,54,100,8.95,RU,1593607185
330,crib point,-38.35,145.2,59.0,65,82,17.49,AU,1593607185
331,dzaoudzi,-12.79,45.27,82.4,65,20,19.46,YT,1593607186
332,bubaque,11.28,-15.83,81.23,77,100,5.46,GW,1593607186
333,chandbali,20.78,86.77,87.24,73,67,16.87,IN,1593607186
334,luanda,-8.84,13.23,78.8,74,40,8.05,AO,1593607160
335,naantali,60.47,22.02,64.0,72,75,16.11,FI,1593607186
336,pedreiras,-4.57,-44.6,86.94,58,0,1.34,BR,1593607186
337,mayya,61.73,130.28,75.2,44,75,13.42,RU,1593607186
338,dakar,14.69,-17.44,84.2,74,40,4.7,SN,1593607187
339,hienghene,-20.68,164.93,64.45,75,0,8.14,NC,1593607187
340,riberalta,-10.98,-66.1,68.0,100,0,1.34,BO,1593607187
341,yanam,16.73,82.22,86.0,79,75,4.7,IN,1593607187
342,wasilla,61.58,-149.44,48.2,93,1,3.36,US,1593607178
343,kermen,42.5,26.25,89.6,33,20,6.93,BG,1593607187
344,nea palatia,38.32,23.8,96.01,19,0,5.99,GR,1593607187
345,moose factory,51.26,-80.61,73.4,73,1,5.82,CA,1593607188
346,colares,38.8,-9.45,78.01,68,40,13.87,PT,1593607188
347,roswell,34.02,-84.36,70.0,88,1,5.82,US,1593606918
348,porangatu,-13.44,-49.15,86.13,36,2,2.37,BR,1593607188
349,arraial do cabo,-22.97,-42.03,78.8,61,75,9.17,BR,1593607188
350,guaranda,-1.6,-79.0,58.26,62,38,3.69,EC,1593607188
351,geraldton,-28.77,114.6,57.2,87,90,9.17,AU,1593607189
352,tobermory,45.25,-81.67,63.79,81,0,5.82,CA,1593607189
353,la union,-5.4,-80.75,65.08,77,77,10.87,PE,1593607189
354,sioux lookout,50.1,-91.92,75.2,83,40,8.05,CA,1593607189
355,lorengau,-2.02,147.27,82.13,73,100,6.46,PG,1593607189
356,ixtapa,20.7,-105.2,79.0,88,40,2.33,MX,1593607189
357,hami,42.8,93.45,88.61,12,13,11.03,CN,1593607189
358,mogadishu,2.04,45.34,82.4,65,40,20.8,SO,1593607190
359,townsville,-19.25,146.8,71.6,73,90,17.22,AU,1593607190
360,khor,47.89,134.95,59.56,86,16,10.11,RU,1593607190
361,fort nelson,58.81,-122.7,54.59,94,100,5.61,CA,1593607190
362,sambava,-14.27,50.17,75.97,71,18,18.19,MG,1593607190
363,alice springs,-23.7,133.88,60.8,23,94,5.82,AU,1593606987
364,amuntai,-2.42,115.25,75.85,93,0,0.83,ID,1593607190
365,oranjemund,-28.55,16.43,75.76,21,0,8.57,NA,1593607191
366,kawalu,-7.38,108.21,73.33,92,99,2.28,ID,1593607191
367,yumen,40.28,97.2,82.54,13,87,7.36,CN,1593607191
368,dargaville,-35.93,173.88,48.16,74,0,6.96,NZ,1593607191
369,miquelon,47.1,-56.38,57.2,100,75,11.41,PM,1593607191
370,port moresby,-9.44,147.18,78.8,88,75,17.22,PG,1593607191
371,mnogovershinnyy,53.94,139.92,43.72,98,100,10.85,RU,1593607192
372,valleyview,55.07,-117.29,53.78,98,100,10.89,CA,1593607192
373,babstovo,48.12,132.48,64.98,93,74,8.7,RU,1593607192
374,boende,-0.22,20.87,83.23,63,97,1.99,CD,1593607192
375,san juan,-31.54,-68.54,43.81,60,0,4.41,AR,1593607192
376,harper,4.38,-7.72,79.97,69,99,6.89,LR,1593607192
377,mitsamiouli,-11.38,43.28,84.2,62,20,28.86,KM,1593607192
378,la rochelle,46.17,-1.15,69.8,77,90,14.99,FR,1593607192
379,manavgat,36.79,31.44,102.2,21,0,6.93,TR,1593607193
380,muzhi,65.37,64.67,63.7,44,98,7.74,RU,1593607193
381,rabo de peixe,37.8,-25.58,69.8,68,40,11.41,PT,1593607193
382,kikerino,59.47,29.63,59.0,82,75,11.18,RU,1593607193
383,scottsbluff,41.87,-103.67,51.8,66,1,5.82,US,1593607193
384,labuan,5.28,115.24,82.4,88,75,7.72,MY,1593607194
385,elko,41.0,-115.5,50.0,69,1,5.53,US,1593607194
